name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Saldainiai BRAIN BLASTERZ, 28 ml",Saldainiai-BRAIN-BLASTERZ-28-ml,Rz4Eu2UMIjjrmUnnn7Gq,Chewy candies,152,0,0,37,36,0,0,"Saldainiai BRAIN BLASTERZ, 28 ml",,,VNT,L,0.028,
"Kiaulienos šašlykas Grynuoliai majonezo marinate maišelyje, 800 g",Kiaulienos-saslykas-Grynuoliai-majonezo-marinate-maiselyje-800-g-283412,283412,Shish kebabs,177,13.4,3.4,0.8,0.7,13.4,1,"Kiaulienos šašlykas Grynuoliai majonezo marinate maišelyje, 800 g",,,VNT,KG,0.8,
"SUMUŠTINIS su keptomis daržovėmis, 160 g",SUMUSTINIS-su-keptomis-darzovemis-160-g,B2MaDuAZyy5XI3p7VxtI,Sandwiches,178,6.6,3.2,23,3.7,3.2,5.1,"SUMUŠTINIS su keptomis daržovėmis, 160 g",,,VNT,KG,0.16,
Tortas JUODASIS MIŠKAS ,Tortas-JUODASIS-MISKAS-1-kg-283373,283373,Cakes,343,21,12,32,24,4.4,0.46,"Tortas JUODASIS MIŠKAS, 1 kg",17.99,14.39,KG,KG,1,
"Smiltėne sūrio traškučiai cheese snack su mėlynojo pelėsio sūriu 27,9 %, 60 g",Smiltene-surio-traskuciai-cheese-snack-su-melynojo-pelesio-suriu-279-percent-60-g-285462,285462,Cheese snacks,468,27.9,18,7.2,3.4,47,3,Kepti orkaitėje sūrio traškučiai-kamuoliukai. Sudėtyje baltymų net 47%!,,,VNT,KG,0.06,
"Kavos pupelės COSTA BRIGHT BLEND, 500 g",Kavos-pupeles-COSTA-BRIGHT-BLEND-500-g,0v1jswvcieazCQF8ddnX,Coffee beans,341,15,6.6,11,0.06,16,0,Kavos pupelės COSTA BRIGHT BLEND,,,VNT,KG,0.5,
"Likeris VANA TALLINN (45%), 0,5 l",Likeris-VANA-TALLINN-45percent-05-l,vXymABdsoihUkAY8FQrO,Liqueur,389,0,0,35,35,0,0,Likeris,17.49,,VNT,L,0.5,alcohol
"Brendis ARARAT 3YO su dėžute 40%, 0,5 l",Brendis-ARARAT-3YO-su-dezute-05-l,cK71ZfEfSevPZdZk153H,Brandy,227,0,0,1.5,0,0,0,Brendis ARARAT 3YO su dėžute,,,VNT,L,0.5,alcohol
"Romas PLANTATION BARBADOS EXTRA OLD RUM (40%), 0,7 l",Romas-PLANTATION-BARBADOS-EXTRA-OLD-RUM-40percent-07-l,nnIVtGXXY3kzEpVefXGE,Rum,229,0.5,0.5,2,2,0.5,0.01,Brandintas romas,49.95,,VNT,L,0.7,alcohol
"Kavos pupelės COSTA COLOMBIA SINGLE ORG, 500 g",Kavos-pupeles-COSTA-COLOMBIA-SINGLE-ORG-500-g,Ri3NokTfKgTczYk7srqe,Coffee beans,341,15,6.6,11,0.06,16,0,Kavos pupelės COSTA COLOMBIA SINGLE ORG,,,VNT,KG,0.5,
"HIPP organic 2 ekologiškas tolesnio maitinimo kūdikių pieno mišinys, 800 g",HIPP-organic-2-ekologiskas-tolesnio-maitinimo-kudikiu-pieno-misinys-800-g-281012,281012,Milk mixes,68,3.7,1.6,7.3,NaN,1.4,NaN,"HIPP organic 2 ekologiškas tolesnio maitinimo kūdikių pieno mišinys, 800 g",17.59,,VNT,KG,0.8,
"Džinas THE BOTANIST (46%), 0,7 l",Dzinas-THE-BOTANIST-46percent-07-l,vKOtXmp6jIB2FkzrQLIN,Gin,254,0,0,0,0,0,0,Džinas,39.95,,VNT,L,0.7,alcohol
"Marinuotos žaliosios alyvuogės, 1 kg pakuotė",Marinuotos-zaliosios-alyvuoges-1-kg-pakuote,1B13FbNG4joVXT6D7OZJ,Culinary snacks,411,39.74,4.56,4.82,1.67,0.44,2.44,Marinuotos žaliosios alyvuogės šeimyninėje pakuotėje.,,,KG,KG,1,fresh
"Šokoladinis tortas 18 cm OLIMPIJA, 1 kg",Sokoladinis-tortas-18-cm-OLIMPIJA-1-kg,gq0IamZ1dLHXDn5HJc2q,Cakes,419,20,10,36,29,4.9,0.2,Tortas,,,KG,KG,1,fresh
"Migdolinė tartaletė su mandarinais, 90 g",Migdoline-tartalete-su-mandarinais-90-g,277424,Pastry desserts,325,17,5,38,24,4.7,0.18,Migdolinė tartaletė su mandarinais,,,VNT,KG,0.09,
Tortas VIENOS PRINCAS ,Tortas-VIENOS-PRINCAS-1-kg-283377,283377,Cakes,335,16,7.9,43,37,4.3,0.2,"Tortas VIENOS PRINCAS, 1 kg",15.99,12.79,KG,KG,1,
"Makaronai su vištiena ASIATIQUE, Terijakio padaže, 280 g",Makaronai-su-vistiena-ASIATIQUE-Terijakio-padaze-280-g-281092,281092,"Pasta, noodles, dough",130,2.6,0.6,22.6,3.8,4.6,0.7,,,,VNT,KG,0.28,
"NICE BITES klasiškas mišinys, 200 g",Klasiskas-misinys-NICE-BITES-200-g-283010,283010,"Mixtures of fruits, berries, nuts",535,37,4.9,35,27,12,0,"NICE BITES klasiškas mišinys, 200 g",3.99,,VNT,KG,0.2,
"Cinamonas ALVO TASTE FROM GARDEN, 300 g",Cinamonas-ALVO-TASTE-FROM-GARDEN-300-g-283125,283125,Cinnamon,203,0.5,0.2,17,0.4,3,0,Cinamonas,3.99,,VNT,KG,0.3,
"Vanilinis pudingas ALMA 5,3% rieb., 230 g",Vanilinis-pudingas-ALMA-53percent-rieb-230-g-262529,262529,Yogurt desserts,121,5.3,3.3,15,13,3.3,0.18,"Pudingas ALMA - skanus, kreminės konsistencijos desertas. Pagamintas iš tyro naminio pieno. Mėgaukitės kiekvienu šaukštu!",1.69,,VNT,KG,0.23,
FIESTA Vištienos šašlykas su jogurtiniu marinatu,FIESTA-Vistienos-saslykas-su-jogurtiniu-marinatu-287944,287944,Shish kebabs,136,7.5,1.9,2.6,1.5,14.4,1.35,"Vištienos šašlykas su jogurtiniu marinatu (sudėtyje yra vandens) 1,15 kg",9.99,,VNT,KG,1.15,
"Vytinta dešra provanso žolelių apvalkale aukščiausia rūšis, 1 kg",Vytinta-desra-provanso-zoleliu-apvalkale-auksciausia-rusis-1-kg,eCQcDNihZsWEOQwRk254,Cured sausages,361,29.8,11.89,2.7,0.5,27.5,5.44,Vytinta dešra provanso žolelių apvalkale aukščiausia rūšis,,,KG,KG,1,fresh
"Pusiau saldus rožinis vynas THE BIG TOP WHITE ZINFANDEL (13,5%), 0,75 l",Pusiau-saldus-rozinis-vynas-THE-BIG-TOP-WHITE-ZINFANDEL-135percent-075-l,r4Id1xu6sD3y0ntlhIoV,Red wine,76,0,NaN,NaN,NaN,NaN,NaN,Pusiau saldus rožinis vynas,8.99,,VNT,L,0.75,alcohol
"Aromatizuotas raudonasis vynas LEADER (15%), 0,5 l",Aromatizuotas-raudonasis-vynas-LEADER-15percent-05-l,YBC2YZfsaZre6QulAJp0,Red wine,108,0,0,6.1,5,0.5,0.1,"Aromatizuotas raudonasis vynas LEADER (15%), 0,5 l",3.29,,VNT,L,0.5,alcohol
"NYKŠTUKAS ledai vafliniame ragelyje vaniliniai, 150 ml",NYKSTUKAS-ledai-vafliniame-ragelyje-vaniliniai-150-ml-282158,282158,Ice cream in portions,290,15.3,10.5,33.6,22.8,4.3,NaN,Vaniliniai grietininiai ledai NYKŠTUKAS vafliniame ragelyje su pieninio šokolado skonio glaistu ir migdolais,1.99,,VNT,L,0.15,frozen
"Indelis su vištiena sheba finesse, 85 g",Indelis-su-vistiena-sheba-finesse-85-g-281313,281313,Cat food,0,0,0,0,0,0,0,Visavertis šlapias ėdalas suaugusioms katėms.,0.99,,VNT,KG,0.085,
"LIGUORI kietagrūdžiai itališki makaronai Rigatoni, 500 g",LIGUORI-kietagrudziai-italiski-makaronai-Rigatoni-500-g-285300,285300,Pasta tubes,351,1.2,0.3,69,3.1,14.5,0,"100% Itališki kietagrūdžių miltų makaronai LIGUORI. Aukščiausios kokybės Itališki kietagrūdžiai makaronai, pagaminti iš Itališkų grūdų, turintys ypatingai daug baltymų(14,5%). LIGUORI yra lėtai džiovinami žemoje temperatūroje, todėl išlaiko maistingąsias savybes ir puikų skonį. LIGUORI makaronai turi I.G.P. geografinės kilmės sertifikatą, kuris garantuoja, kad makaronai yra aukščiausios kokybės.",1.79,,VNT,KG,0.5,
LAIMA PIEN.ŠOK.BATONĖLIS SU ŽEM.RIEŠ.IR/KARAMELE 50G,LAIMA-PIENSOKBATONELIS-SU-ZEMRIESIRKARAMELE-50G-281266,281266,Bars,468,23,9.4,56,47,8.3,0.64,LAIMA PIEN.ŠOK.BATONĖLIS SU ŽEM.RIEŠ.IR/KARAMELE 50G,0.99,,VNT,KG,0.05,
"Airiškas viskis JAMESON BLACK BARREL (40%), 0,7 l",Airiskas-viskis-JAMESON-BLACK-BARREL-40percent-07-l,9PC0RIWQh2ixS7HNuM39,Whiskey,221,0,0,0,0,0,0,Airiškas viskis,29.95,,VNT,L,0.7,alcohol
"Saldainiai Veliuona PERGALĖ, 170 g",Saldainiai-Veliuona-PERGALE-170-g-279321,279321,Sweets,519,30,20,56,49,5,0.2,Saldainiai VELIUONA.,3.49,,VNT,KG,0.17,
Tortas ŠOKOLADINĖ ISTORIJA ,Tortas-SOKOLADINE-ISTORIJA-1-kg-283374,283374,Cakes,339,22,12,29,22,4.3,0.43,"Tortas ŠOKOLADINĖ ISTORIJA, 1 kg",18.99,15.19,KG,KG,1,
"Baltosios arbatos gėrimas ARIZONA, mėlynių skonio, 450ml PET D",Baltosios-arbatos-gerimas-ARIZONA-melyniu-skonio-450ml-PET-D-284596,284596,Ice tea,20,0,0,5.2,4.9,NaN,NaN,,1.59,,VNT,L,0.45,
"Izotoninis vitaminizuotas gėrimas ličio ir citrinų skonio OSHEE, 555 ml",Izotoninis-vitaminizuotas-gerimas-licio-ir-citrinu-skonio-OSHEE-555-ml-284555,284555,"Isotonic, hypotonic drinks",17,0,0,4.2,4,0,0.12,"Izotoninis aromatizuotas negazuotas gaivusis ličio ir citrinų skonio gėrimas praturtintas vitaminais (B3, B6, B7). Su cukrumi ir saldikliais. Sudėtyje yra fenilalanino šaltinis",1.59,,VNT,L,0.555,
"Alus VILKMERGĖS PREMIUM 4X0,568L CAN",Alaus-skardiniu-pakuote-VILKMERGES-PREMIUM-5percent-4x0568-l-267230,267230,Beer,45,0,0,4,0,0.4,0,",,Vilkmergės” aludariai išsikėlė tikslą sukurti savo pirmąjį lagerą ir pradėjo nuo šios alaus rūšies šaknų. Ilgų paieškų rezultatas – šviesios aukso spalvos alus, švelnaus ir gaivaus skonio, su vos juntamu karčiųjų ,,Magnum” apynių aromatu. Išskirtinio tvirto kūno jam suteikia miežių ir kvietinio salyklų derinys, o angliarūgštė švelniai gaivina. Tai ypatingas ,,Vilkmergės” šeimos alus.",5.89,,VNT,L,2.272,alcohol
Fasuoti sausainiai FLORENTINAI ,Fasuoti-sausainiai-FLORENTINAI-1-kg,5SjSAcX3q52uYtbH0VCS,Cookies,599,38,23,41,3.7,12,0,Fasuoti sausainiai,22.99,18.39,KG,KG,1,
"Salyklinis viskis su dėž. ABERLOUR SINGLE MALT 12YO (40%), 0,7 l",Salyklinis-viskis-su-dez-ABERLOUR-SINGLE-MALT-12YO-40percent-07-l,Ujt76MybcpXMpkaCddi0,Whiskey,221,0,0,0,0,0,0,Salyklinis viskis su dėžute,39.95,,VNT,L,0.7,alcohol
Plikyto kremo pyragas avietinis KOMPLIMENTAS,Plikyto-kremo-pyragas-avietinis-KOMPLIMENTAS,280655,Cakes,238,9.7,5.8,34,26,3.4,0.16,"Plikyto kremo pyragas avietinis KOMPLIMENTAS, 1 kg",,,KG,KG,1,
"Šaltasis kavos ir pieno gėrimas NESCAFE Barista Style Latte, 250 ml",Saltasis-kavos-ir-pieno-gerimas-NESCAFE-Barista-Style-Latte-250-ml,276847,Ice tea,56,1.3,0.8,7.8,7.7,2.9,0.17, ,,,VNT,L,0.25,
"Ekologiškų vaisių ir grūdų batonėlių rinkinys, 100 g",Ekologisku-vaisiu-ir-grudu-batoneliu-rinkinys-100-g-281013,281013,Baby drinks and snacks,394,11.6,1.6,61.9,NaN,6.9,0.05,"Ekologiškų vaisių ir grūdų batonėlių rinkinys, 100 g",,,VNT,KG,0.1,
"KIDDY CRUNCH vaflių batonėlis su pienu ir lazdynų riešutais, 46 g",KIDDY-CRUNCH-vafliu-batonelis-su-pienu-ir-lazdynu-riesutais-46-g-278383,278383,Bars,555,34.1,13,54.3,36.5,6.5,0.26,"Vaflis su pieno ir lazdynų riešutų įdaru (55,6 %), padengtas pieniniu šokoladu (31,6 %",1.19,,VNT,KG,0.046,
"Negazuotas įvairių vaisių skonio gaivusis gėrimas Pulse, 500 ml",Negazuotas-ivairiu-vaisiu-skonio-gaivusis-gerimas-Pulse-500-ml-284528,284528,Lemonades,18,0,0,4.1,4.1,0,0.13,NEGAZUOTAS ĮVAIRIŲ VAISIŲ SKONIO ANGLIAVANDENIŲ IR ELEKTROLITŲ GAIVUSIS GĖRIMAS SU VITAMINAIS.,1.29,,VNT,L,0.5,
"Aromatizuotas raudonasis vynas LEADER (21%), 0,5 l",Aromatizuotas-raudonasis-vynas-LEADER-21percent-05-l,2eYekx1xBaMFcCCg7WYP,Red wine,142,0,0,6.3,5,0.5,0.2,"Aromatizuotas raudonasis vynas LEADER (21%), 0,5 l",3.79,,VNT,L,0.5,alcohol
"Šokoladinis torto kremas DR. OETKER, 140 g",Sokoladinis-torto-kremas-DR-OETKER-140-g,QF359iL2l9FDLgDuIQtX,Baking accessories,291,22,15,19,15,4,0.38,"Šokoladinis torto kremas DR. OETKER, 140 g",,,VNT,KG,0.14,
"Alus UTENOS RINKTINIS 5,2%, 0,568 l",Alus-UTENOS-RINKTINIS-52percent-0568-l,XAj8Bd732Yz8buIeEY7p,Light beer,46,NaN,NaN,NaN,NaN,NaN,NaN,"Alus UTENOS RINKTINIS 5,2%, 0,568 l",,,VNT,L,0.568,alcohol
"Kavos pupelės VERO COFFEE HOUSE Leo ir Bružo Espresso, 500 g",Kavos-pupeles-VERO-COFFEE-HOUSE-Leo-ir-Bruzo-Espresso-500-g,bnTkLzPZXhLm6fPEYnv6,Coffee beans,429,10.3,4.52,67.7,0.14,16.4,0.03,Kavos pupelės VERO COFFEE HOUSE Leo ir Bružo Espresso,,,VNT,KG,0.5,
"Šokoladiniai kąsneliai su migdolų miltais, 120 g",Sokoladiniai-kasneliai-su-migdolu-miltais-120-g,TZrPQzdemFdALiNkGMvU,Pastry desserts,423,24,11,44,35,6.8,0.44,Šokoladiniai kąsneliai su migdolų miltais,,,VNT,KG,0.12,
"Kramtalai su jautienos ir paukštienos skoniu pedigree tasty minis, 155 g",Kramtalai-su-jautienos-ir-paukstienos-skoniu-pedigree-tasty-minis-155-g-281364,281364,Dog food,0,0,0,0,0,0,0,Kramtalai (pašaro papildas) suaugusiems šunims.,2.49,,VNT,KG,0.155,
"Smiltėne sūrio traškučiai cheese snack pomidorų ir čili skonio 27,8%, 60 g",Smiltene-surio-traskuciai-cheese-snack-pomidoru-ir-cili-skonio-278percent-60-g-285464,285464,Cheese snacks,467,27.8,18,7.1,3.3,47,3,Kepti orkaitėje sūrio traškučiai-kamuoliukai. Sudėtyje baltymų net 47%!,,,VNT,KG,0.06,
"Arbatos gėrimas OMG, aviečių skonio su mėlynių burbuliukais, 270 ml",Arbatos-gerimas-OMG-avieciu-skonio-su-melyniu-burbuliukais-270-ml-283088,283088,Ice tea,38,NaN,NaN,9.5,8.7,NaN,0.01,,2.69,,VNT,L,0.27,
"Augalinis gėrimas VALSOIA, Smooth & Creamy, 1 l",Augalinis-gerimas-VALSOIA-Smooth-and-Creamy-1-l-279455,279455,Vegetable milk,37,3.3,2,1.6,1.1,0.4,0.1,Augalinis anakardžių ir migdolų gėrimas.,2.99,,VNT,L,1,
"Degtinė SKLIANKA GRAIN 40%, 500 ml",Degtine-SKLIANKA-GRAIN-500-ml,lPwI4rHHhHCk3pj5hDWK,Vodka,233,0,0,1,0.04,0,0,Degtinė,11.49,,VNT,L,0.5,alcohol
"Keptas Kiaulienos šoninės vyniotinis su prieskoniais A.R, 1 kg",Keptas-Kiaulienos-sonines-vyniotinis-su-prieskoniais-AR-1-kg,EOESgNTOKeSJHVo5JF0z,Baked products,218,17.9,7.2,0.9,0.7,13.2,2.6,"Keptas Kiaulienos šoninės vyniotinis su prieskoniais A.R, 1 kg",,,KG,KG,1,
"Ekologiška vištienos sriuba su makaronais MAGGI, 34 g",Ekologiska-vistienos-sriuba-su-makaronais-MAGGI-34-g,me7x7pljkINU8mnR4lDq,Quick soups,341,5.7,1.6,56,5.7,14,9.7,"Paragaukite ekologiškos MAGGI BIO vištienos sriubos su makaronais. Sriuba pagamminta iš kruopščiai atrinktų natūralių ingredientų, atitinkančių griežtus Europos Sąjungos ekologiniam ūkininkavimui keliamus reikalavimus. 2 porcijos skanios ir aromatingos sriubosPaprasta ir greita paruošti: maišelio turinį supilkite į 0,5l šalto vandens ir gerai išmaišykite. Virkite ant silpnos ugnies neuždengtame puode 5min. ir retkarčiais pamaišykite. Skanaus!",,,VNT,KG,0.034,
"EKLERAI SU AVIETINIU KREMU, 120 g",EKLERAI-SU-AVIETINIU-KREMU-120-g,LFV4OlrT55oCld12R3zZ,Cakes,356,23,11,32,18,5.1,0.86,"EKLERAI SU AVIETINIU KREMU, 120 g",,,VNT,KG,0.12,
SPILVA marinuoti agurkėliai aštrūs 330(190) g,SPILVA-marinuoti-agurkeliai-astrus-330190-g-224050,224050,Canned cucumbers,7,0,0,1.4,0,0,3.4,Agurkėliai gali būti naudojami kaip garnyras ar kaip sudėtinė salotų ar mišrainių dalis. Taip pat tinka maisto puošimui.,2.29,1.72,VNT,KG,0.33,
Šaltai rūkyta Kaziuko nugarinė ,Saltai-rukyta-Kaziuko-nugarine-1-kg-279999,279999,Cold smoked products,212,12,4.4,1,0.7,25,3.2,"Kaimiškos išvaizdos šaltai rūkyta ,,Kaziuko"" nugarinė pagardinta grynaisiais prieskoniais",15.99,,KG,KG,1,
"Karšto šokolodo gėrimas su pienu AVENTURA CHOCOLATE DRINK WITH MILK, 200 ml",Karsto-sokolodo-gerimas-su-pienu-AVENTURA-CHOCOLATE-DRINK-WITH-MILK-200-ml,278081,"Coffee, cocoa, coffee drinks",73,1.4,0.9,13,13,1.8,0.1,"Karšto šokolodo gėrimas su pienu AVENTURA CHOCOLATE DRINK WITH MILK, 200 ml",,,VNT,L,0.2,
"Viskis JAMESON CASKMATES STOUT su dėžute 40%, 0,7 l",Viskis-JAMESON-CASKMATES-STOUT-su-dezute-07-l,dYh46DX26J9WuqlSSRpJ,Whiskey,221,0,0,0,0,0,0,Viskis JAMESON CASKMATES STOUT su dėžute,29.95,,VNT,L,0.7,alcohol
"Kramtomi saldainiai BAZOOKA JUICY DROP GUMMIES XTREM, 57 g",Kramtomi-saldainiai-BAZOOKA-JUICY-DROP-GUMMIES-XTREM-57-g,smnsPvjD9IU2AKkFQHgT,Chewy candies,339,0.5,0.3,79,56,4.3,0.12,"Kramtomi saldainiai BAZOOKA JUICY DROP GUMMIES XTREM, 57 g",3.39,,VNT,KG,0.057,
"Šviesusis alus ROCK 5.3% (5,3%), 0,568 l",Sviesusis-alus-ROCK-53percent-53percent-0568-l,276559,Light beer,46,NaN,NaN,NaN,NaN,NaN,NaN,"Šviesusis alus ROCK 5.3% (5,3%), 0,568 l",,,VNT,L,0.568,alcohol
"Ruginė vaisių duona, 360 g",Rugine-vaisiu-duona-360-g,277447,Rye bread,290,6.6,0.7,49,21,6.5,1.3,Ruginė vaisių duona,,,VNT,KG,0.36,
"Gurmaniški sausainiai ASORTI, 110 g",Gurmaniski-sausainiai-ASORTI-110-g,FRe7FUI9B6oqi3mmvMnd,Cakes,517,24,8.9,53,52,7.5,0.15,"Gurmaniški sausainiai ASORTI, 110 g",,,VNT,KG,0.11,
"OMLETAS su špinatais, 260 g",OMLETAS-su-spinatais-260-g,f7cEGU2QIDg25EwwUYgu,Cooking,128,8.4,3.9,2.2,1.3,11,1.1,"OMLETAS su špinatais, 260 g",,,VNT,KG,0.26,
"Ėdalas sterilizuotoms katėms, papildytas vištiena PERFECT FIT, 750 g",Edalas-sterilizuotoms-katems-papildytas-vistiena-PERFECT-FIT-750-g-278232,278232,Cat food,0,0,0,0,0,0,0,Visavertis sausas ėdalas suaugusioms katėms.,5.99,,VNT,KG,0.75,
"Ryžiai su vištiena ASIATIQUE, Terijakio padaže, 280 g",Ryziai-su-vistiena-ASIATIQUE-Terijakio-padaze-280-g-281088,281088,Meat dishes,121,2.4,0.6,21.4,3.6,3.7,0.6,,,,VNT,KG,0.28,
"Izotoninis gėrimas citrinų skonio OSHEE, 555 ml",Izotoninis-gerimas-citrinu-skonio-OSHEE-555-ml-284557,284557,"Isotonic, hypotonic drinks",18,0,0,4,4,0,0.12,"Citrinų skonio negazuotas izotoninis gėrimas OSHEE HydroBoost papildytas elektrolitais bei vitaminais, 555ml. Su cukrumi ir saldikliais. Pasterizuotas",1.59,,VNT,L,0.555,
Makaronų su sūriu skonio bulvių traškučiai LAY'S,Makaronu-su-suriu-skonio-bulviu-traskuciai-LAYS-286619,286619,Chips,217,30.2,2.3,53,3.2,6.6,1.1,Makaronų su sūriu skonio bulvių traškučiai,2.19,,VNT,KG,0.13,
Šokoladinės mini kiškio figūrėlės su traškiais dribsniais NESTLÉ KIT KAT,Sokoladines-mini-kiskio-figureles-su-traskiais-dribsniais-NESTLE-KIT-KAT-286863,286863,Chewy candies,536,30.9,18.4,54.2,52.9,9.4,0.45,Pieninio šokolado figūrėlė su traškiais dribsniais (5 %). Pieninis šokoladas yra su kakavos sviestu ir kitais augaliniais riebalais. Kakavos sausųjų medžiagų pieniniame šokolade - ne mažiau kaip 25 %.,3.49,,VNT,KG,0.051,
Pieninio šokolado kiškis LINDT,Pieninio-sokolado-kiskis-LINDT-286780,286780,Chewy candies,544,32,19,56,54,7.2,0.32,"LINDT pieninio šokolado kiškis, 100g",6.49,,VNT,KG,0.1,
"Varškės kremo tortas ŠAMONI, 1 kg ",Varskes-kremo-tortas-SAMONI-1-kg,280662,Cakes,191,7.4,4.1,25,22,5.9,0.12,"Varškės kremo tortas ŠAMONI, 1 kg",,,KG,KG,1,
"NYKŠTUKAS ledai vafliniame ragelyje su pasifloromis ir mangų glaistu, 150 ml",NYKSTUKAS-ledai-vafliniame-ragelyje-su-pasifloromis-ir-mangu-glaistu-150-ml-282155,282155,Ice cream in portions,280,13.7,9.1,35.5,22.2,3.7,NaN,Grietininiai ledai su pasifloromis ir mangų glaistu NYKŠTUKAS vafliniame ragelyje,1.99,,VNT,L,0.15,frozen
"Ešerio užkandėlė su moliūgais ir paprikomis, 190 g",Eserio-uzkandele-su-moliugais-ir-paprikomis-190-g,iDYc64m39cir5luC6yJd,Canned fish and seafood,158,9.9,0.9,8.5,2.3,8.7,0.9,"Ešerio užkandėlė su moliūgais ir paprikomis, 190 g",,,VNT,KG,0.19,
"Baltasis sausas vynas WEGENSTEIN EDITION OSTERREICH GRUNER VELTLINER (12%), 0,75 l",Baltasis-sausas-vynas-WEGENSTEIN-EDITION-OSTERREICH-GRUNER-VELTLINER-12percent-075-l,6RVmsJa0KXu0ZTDomJ0I,White wine,69,NaN,NaN,0.6,0.1,0.5,0.01,Baltasis sausas vynas WEGENSTEIN EDITION OSTERREICH GRUNER VELTLINER,7.49,,VNT,L,0.75,alcohol
"Pieninio šokolado kremo tortas REVERANSAS, 1 kg",Pieninio-sokolado-kremo-tortas-REVERANSAS-1-kg,b18N5WWO9X3iG7yoRUs8,Cakes,284,17,8.7,28,22,4.5,0.36,"Specialia technologija paruošti lengvi, švelnūs ir ypač vientisos tekstūros „Gianduja“ šokolado putėsiai, įkvėpti rafinuotosios prancūzų konditerijos. Kakavinis biskvitas kartu su šiais putėsiais, papildomai pagardintas sūrio kremu bei mandarinais, tiesiog tirpsta burnoje, o elegantiškas torto papuošimas džiugins ne tik skonio receptorius, bet ir akis.",,,KG,KG,1,fresh
"Kokosų miltai ALVO, 300 g",Kokosu-miltai-ALVO-300-g-278019,278019,Other flours,330,12,11,15,15,16,0.1,Kokosų miltai,2.69,,VNT,KG,0.3,
"Pieninio šokolado gabaliukai ALVO, 100 g",Pieninio-sokolado-gabaliukai-ALVO-100-g-283135,283135,Baking accessories,601,42,25,50,47,4.3,0.21,Pieninio šokolado gabaliukai,3.49,,VNT,KG,0.1,
DUBAI stiliaus batonėlis 70g,DUBAI-stiliaus-batonelis-70g-287379,287379,Bars,560,37,18,47,41,8.9,0.4,-,4.49,,VNT,KG,0.07,
"Čilinių jūrinių lydekų filė be odos, 600 g",Ciliniu-juriniu-lydeku-file-be-odos-600-g-279055,279055,Frozen fish,92,1.6,0,0.5,0,19,0,"Čilinių jūrinių lydekų filė be odos, 600 g",,,VNT,KG,0.6,frozen
"Karpis savose sultyse su keptais svogūnais, 240 g",Karpis-savose-sultyse-su-keptais-svogunais-240-g,WgKIa654dQS4nRyQD0Af,Canned fish and seafood,113,5.2,1.1,0.6,0.5,16,1.2,"Karpis savose sultyse su keptais svogūnais, 240 g",,,VNT,KG,0.24,
"Šamas savose sultyse su džiovintais baravykais, 240 g",Samas-savose-sultyse-su-dziovintais-baravykais-240-g,yFPBFYID0QguCyljjBxo,Canned fish and seafood,119,6.1,1.7,0.9,0.5,15,1,"Šamas savose sultyse su džiovintais baravykais, 240 g",,,VNT,KG,0.24,
"Džinas BOMBAY SAPPHIRE SUNSET 43%, 0,7 l",Dzinas-BOMBAY-SAPPHIRE-SUNSET-07-l,eqatiAuuEdCBKjwKT0Zu,Gin,239,0,0,0,0,0,0,"Džinas BOMBAY SAPPHIRE SUNSET, 0,7 l",,,VNT,L,0.7,alcohol
Kepta kiaulienos šoninė su kaulu ,Kepta-kiaulienos-sonine-su-kaulu-1-kg,nGb2CWEFlbueS6W77j6T,Baked products,330,8.3,3.4,0.5,0.5,17,1.4,Kiaulienos šoninė,8.99,,KG,KG,1,fresh
"Sausainiai migdolų su kakava, 80 g",Sausainiai-migdolu-su-kakava-80-g-268806,268806,Cookies,477,29.4,18.9,43.7,25.2,7.6,0.1,„The Beginnings“ migdolų sausainiai su kakava yra puikaus skonio. Švelniai kepti.,3.99,,VNT,KG,0.08,
"Sultinys šveicariškų dažovių be mielių, 150 g",Sultinys-sveicarisku-dazoviu-be-mieliu-150-g-268756,268756,Broths,241,8.4,0.9,30.6,3.9,9.6,43.8,"Tirpus šveicariškas daržovių sultinys be mielių. Su laktoze. Be konservantų, sintetinių kvapiklių ir dažiklių, be hidrintų riebalų. Be glitimo, be mielių. Be GMO. Iš viso galima išvirti 7.5 l sultinio. Vienas puodelis (250 ml) sultinio  tik 12 kalorijų.",4.29,,VNT,KG,0.15,
Tortas ŠOKOLADINĖ ISTORIJA ,Tortas-SOKOLADINE-ISTORIJA-1-kg-283375,283375,Cakes,339,22,12,29,22,4.3,0.43,"Tortas ŠOKOLADINĖ ISTORIJA, 1 kg",18.99,15.19,KG,KG,1,
Tartaletė su figomis ir pieniniu šokoladu JUODASIS AKSOMAS AKSOMAS ,Tartalete-su-figomis-ir-pieniniu-sokoladu-JUODASIS-AKSOMAS-AKSOMAS-1-kg-283368,283368,Cakes,395,26,15,35,24,5,0.25,"Tartaletė su figomis ir pieniniu šokoladu JUODASIS AKSOMAS AKSOMAS, 1 kg",18.99,15.19,KG,KG,1,
