name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Energinis gėrimas CULT WATERMELON DREAMS, 500 ml",Energinis-gerimas-CULT-WATERMELON-DREAMS-500-ml,gQlOogBMre4dN8rEJJid,Energy drinks,41,0,0,9.6,9.6,0,0.05,Energinis gėrimas CULT WATERMELON DREAMS,1.39,,VNT,L,0.5,energyDrink
"Šokoladas su kakaviniais sausainiais ir vanilės skonio kreminiu įdaru MILKA, 300 g",Sokoladas-su-kakaviniais-sausainiais-ir-vaniles-skonio-kreminiu-idaru-MILKA-300-g,RWhF9LWD3XCefhfD4jNN,Chocolate,552,34,19,56,48,5.4,0.53,Šokoladas su kakaviniais sausainiais ir vanilės skonio kreminiu įdaru.,6.29,,VNT,KG,0.3,
"Vytinta kiaulienos kumpinė dešra aukščiausia rūšis IKI GOURMET, 145 g",Vytinta-kiaulienos-kumpine-desra-auksciausia-rusis-IKI-GOURMET-145-g,Nh97DveiuXLBHChTjV7j,Cured sausages,207,4.5,1.8,0.5,0.5,41,4.5,Aukščiausios rūšies vytinta kiaulienos kumpinė dešra.,,,VNT,KG,0.145,fresh
"Daržovių ir kalakutienos košė (nuo 6 mėn.) MARMALUZI, 190 g",Darzoviu-ir-kalakutienos-kose-nuo-6-men-MARMALUZI-190-g,W78foDF1H7MvorXTo1w8,Porridge for babies,68,1.5,0.2,11,2,2.5,0.07,Kūdikių daržovių tyrelė,1.89,,VNT,KG,0.19,
"Ilgagrūdžiai BASMATI ryžiai SKANĖJA, 400 g",Ilgagrudziai-BASMATI-ryziai-SKANEJA-400-g,rs51kRWQcvghi8aDSXSN,Basmati rice,356,1.1,0.2,78.3,1,8.2,0.8,"„Basmati“ ilgagrūdžiai ryžiai. Šiuos ryžius prieš verdant reikia maždaug 20 min. pamirkyti. Virti juos reikia apie 15 min. – trumpiau negu kitų rūšių ryžius, vandens taip pat reikia pilti mažiau.",1.99,,VNT,KG,0.4,
DVARO Rūkytas varškės sūris SU ČESNAKAIS 22% RIEBUMO,Rukytas-varskes-suris-su-cesnakais-22percent-riebumo-DVARO-1-kg,oiiW8LOlTvyeT3wkkB1y,Curd cheeses,322,22,20.5,5.1,2.1,25,2.8,"Rūkytas varškės sūris su česnakais, 22% riebumo.",20.89,,KG,KG,1,fresh
"Obuolių ir arbūzų sulčių gėrimas TYMBARK (20%), 2 l",Obuoliu-ir-arbuzu-sulciu-gerimas-TYMBARK-20percent-2-l,Xl6l74kAtilQGyTk1Vps,Juice drinks,39,0,0,9.8,9.8,0,0,Obuolių ir arbūzų sulčių gėrimas,2.99,1.69,VNT,L,2,
"Kepinti žemės riešutai ESTRELLA su druska, 175 g",Kepinti-zemes-riesutai-ESTRELLA-su-druska-175-g,opP8hIvWaFFVkGKv2dpZ,Nuts,611,49,8.3,13,3.4,25,1.3,Kepinti žemės riešutai su druska.,,,VNT,KG,0.175,
"Tamsi ruginė raikyta NAMIŠKIŲ duona, 600 g",Tamsi-rugine-raikyta-NAMISKIU-duona-600-g,xGNROnLNOIvgtlDDpWJL,Black bread,259,2.3,0.2,50,3.2,7.5,1.3,"Tamsi „Namiškių“ duona - ypatingai minkšta, puri, švelnaus skonio, pagardinta kvapniais kmynais ir salyklu.",1.89,,VNT,KG,0.6,
"Traškučiai TAFFEL SOUR CREAM & ONION Mega Pack, 250 g",Traskuciai-TAFFEL-SOUR-CREAM-and-ONION-Mega-Pack-250-g,dQT78C0QrHpjUjFDwVJz,Chips,529,32,14.7,51,2.3,6.2,1.6,Traškučiai TAFFEL grietinės ir svogūnų skonio Mega Pack,3.49,2.09,VNT,KG,0.25,
SONKO Crispbread with spelt pumpkin seeds 170g,Lengva-duonyte-SONKO-170-g,Yew5YCkuRVu0uMaNpHpA,Scones,363,1.4,0.3,73.9,0.5,10.9,1.2,Lengva duonytė.,1.79,,VNT,KG,0.17,
"Greitai paruošiama avižinių dribsnių košė su uogomis ACTIVUS, 70 g",Greitai-paruosiama-aviziniu-dribsniu-kose-su-uogomis-ACTIVUS-70-g,3sYkJ75jFc0uDoCq7Hed,Flakes for porridge,371,6.2,1.6,63,14,11,0.2,Greitai paruošiama avižinių dribsnių košė,1.19,,VNT,KG,0.06,
"Ekologiška slyvų tyrelė HIPP (nuo 4 mėn.), 125 g",Ekologiska-slyvu-tyrele-HIPP-nuo-4-men-125-g,y1X4Xf2Egh4SdRAkpBbi,Pureles for babies,69,0.1,0,16,11.4,0.5,0.02,"HiPP BIO Slyvos (vaisių tyrelė), tinka kūdikiams nuo 4 mėn. ir mažiems vaikams. Neįdėta pieno ir jo produktų. LT-EKO-001",1.69,,VNT,KG,0.125,
"Daržovių sultinys MAGGI, 12 x 10 g",Darzoviu-sultinys-MAGGI-12-x-10-g,OBE9ThvziIQRyP69BUzm,Broths,251,12.6,7.3,31.8,14.8,2.3,50.43,"Pagardinkite savo patiekalus kartu su MAGGI daržovių sultiniu, suteikiant jiems ypatingą ir sodrų skonį. Mažas sultinio kubelis lengvai tirpsta vandenyje, jį patogu dozuoti. Pakelyje yra 12 sultinio kubelių.",1.19,,VNT,KG,0.12,
"Varškė kruopelėmis ALMA su arktinėmis tekšėmis 5% rieb., 200 g",Varske-kruopelemis-ALMA-su-arktinemis-teksemis-5percent-rieb-200-g,eD54aMJbcMdptGfzH9kj,Dessert cottage cheese,133,5,3.3,12,12,10,0.5,Varškė kruopelėmis ALMA su arktinėmis tekšėmis 5% rieb.,1.79,,VNT,KG,0.2,fresh
"Sluoksniuota tuno mišrainė IKI ŠEFAI, 300 g",Sluoksniuota-tuno-misraine-300-g,SElqenNUTPM6IRrgLSYl,Mixtures,168,12,1.4,8.8,2.2,5.5,5.5,"Sluoksniuota tuno mišrainė IKI ŠEFAI, 300 g",3.89,,VNT,KG,0.3,fresh
"Sluoksniuotas jogurtas su šilauogėmis DVARO, 220 g",Sluoksniuotas-jogurtas-su-silauogemis-DVARO-220-g,A7T5GlWp7QOSrbQacmf6,Yogurt desserts,91,1.8,1.1,13.4,12.7,4.8,0.1,Sluoksniuotas jogurtas su šilauogėmis,1.59,,VNT,KG,0.22,fresh
"Makaronai BARILLA PICCOLINI MINI FARFALLE, 500 g",Makaronai-BARILLA-PICCOLINI-MINI-FARFALLE-500-g,SHl0O3kbZpGJ5kjAfrc7,Pasta,359,2,0.5,71.5,3.5,12.2,0.013,"Makaronai BARILLA PICCOLINI MINI FARFALLE, 500 g",2.29,,VNT,KG,0.5,
"Ypač grynas alyvuogių aliejus LA ESPANOLA, 250 ml",Ypac-grynas-alyvuogiu-aliejus-LA-ESPANOLA-250-ml,oYjgrvFln4jWiTigZCgN,Olive oil,822,91.4,12.8,0,0,0,0,Ypač grynas alyvuogių aliejus.,6.99,,VNT,L,0.25,
"Perlinės kruopos ULDUKAS, 500 g",Perlines-kruopos-ULDUKAS-500-g,bJCWZBosMDElp5lakWOs,Pearl barley,319,2,0.3,63.2,0.9,8.3,0.01,Perlinės kruopos,1.69,,VNT,KG,0.5,
"Traškios lazdelės SAULĖS GRŪDAS su svogūnais, 125 g",Traskios-lazdeles-SAULES-GRuDAS-su-svogunais-125-g,eV4SPNJew07kncDe7lEu,Snacks,423,12.9,6.96,65.1,2.7,9,1.66,Traškios lazdelės su svogūnais,1.39,,VNT,KG,0.125,
"KĖDAINIŲ sriuba barščiai su mėsa, 480 g",KEDAINIU-sriuba-barsciai-su-mesa-480-g,67kP7Vio7wo5USZPOlFn,Canned soups,84,2.3,0.9,11,4.8,3.7,2.1,KĖDAINIŲ sriuba barščiai su mėsa,3.29,,VNT,KG,0.48,
"GRILL PARTY vištienos šašlykas jogurtiniame marinate, 800 g",GRILL-PARTY-vistienos-saslykas-jogurtiniame-marinate-800-g,MNsVfoclR3qJGVyNxu5s,Shish kebabs,113,5.4,2.7,1.8,0.7,14,1.9,"GRILL PARTY vištienos šašlykas jogurtiniame marinate, 800 g",,,VNT,KG,0.8,
"Ryžiai ilgagrūdžiai IKI, 400 g",Ryziai-ilgagrudziai-IKI-400-g,25xZ5OU4OvGHhB7LU7Ml,Long grain rice,356,0.4,0.1,76.5,0.3,8.8,0,Ilgagrūdžiai ryžiai,0.99,,VNT,KG,0.4,
"Persikų nektaras CIDO (50%), 1 l",Persiku-nektaras-CIDO-50percent-1-l,AZId9opfTbspaNIRj3t9,Nectars,44,0,0,11,11,0,0,Persikų nektaras pagamintas iš koncentruotų sulčių. Mažiausias vaisių kiekis 50%,2.29,,VNT,L,1,
"Geriamas jogurtas su figomis ir gvajavomis GRAIKIŠKA AMFORA, 500 g",Geriamas-jogurtas-su-figomis-ir-gvajavomis-GRAIKISKA-AMFORA-500-g,mihwF6s1ZqutY36LHmV3,Drinking yogurt,76,2.4,1.4,8.1,7.8,5.5,0.1,Geriamas jogurtas su figomis ir gvajavomis,2.35,,VNT,KG,0.5,fresh
"Riebi DVARO varškė, 15% rieb., 250 g",Riebi-DVARO-varske-15percent-rieb-250-g,m0ZVTEE3cs5FGAdfAZhF,Curd,205,15,0,3.6,0,14,0,"Riebi varškė, 15% rieb.",3.79,,VNT,KG,0.25,fresh
"Arbūzų skonio kramtoma guma FINI, 90 g",Arbuzu-skonio-kramtoma-guma-FINI-90-g,VWSOlCqK9skwfP4TlkAm,Chewy candies,332,0,0,83,74,0,0.2,Arbūzų skonio kramtoma guma.,1.49,,VNT,KG,0.09,
"Šokolado skonio sausainiai GRYBUKAI LINKSMUČIAI, 170 g",Sokolado-skonio-sausainiai-GRYBUKAI-LINKSMUCIAI-170-g,0hOeQdZrQOATbD4dJlnm,Cookies,519,26.9,24.8,61.3,38.5,7.9,0.5,Sausainiai - šokolado skonio grybukai.,2.59,,VNT,KG,0.17,
"Padažas mėsainiams DEVELEY, 400 g",Padazas-mesainiams-DEVELEY-400-g,2fURi7pV9QpMPHs5tL0W,Other sauces,287,25,2,12,8.8,1.6,1.7,Padažas mėsainiams.,2.29,,VNT,KG,0.4,
"Šokoladinis batonėlis MARS, 47 g",Sokoladinis-batonelis-MARS-47-g,lSRcbrSR7b7eI7qCB1mN,Bars,448,17,8.3,70,62,4,0.42,Šokoladinis batonėlis.,1.19,,VNT,KG,0.047,
"Grietinės skonio bulvių traškučiai LAY'S, 240 g",Grietines-skonio-bulviu-traskuciai-LAYS-265-g,afJO987H1O51OFGSyUxM,Chips,532,32,1.2,53,1.2,6.1,1.2,Grietinės skonio bulvių traškučiai,3.99,,VNT,KG,0.25,
"Sausainiai bananų skonio, SELGA, 180 g",Sausainiai-bananu-skonio-SELGA-180-g,PYNPAjOpc0y3Q8fOlakH,Cookies,445,16,6.4,67,23,8.3,0.49,Bananų skonio traškūs sausainiai SELGA.,1.19,,VNT,KG,0.18,
"Silkių filė EGLUTĖ, 300 g",Silkiu-file-EGLUTE-300-g,Azpijcone2j79uXtius8,Herrings and their products,285,24.7,3.1,7.2,3.7,8.4,3.2,Silkių filė.,2.99,,VNT,KG,0.3,fresh
"Šviežios storos kiaulienos dešrelės IKI, 440 g",Sviezios-storos-kiaulienos-desreles-IKI-440-g,276638,Fresh sausages,206,15.5,5.5,0.8,0.5,15.8,1.13,Šviežios storos kiaulienos dešrelės IKI,,,VNT,KG,0.44,
"Pieninis šokoladas iš alpių pieno MILKA, 250 g",Pieninis-sokoladas-is-alpiu-pieno-MILKA-250-g,kfT0MBg25BbX5mpBYPjx,Chocolate,530,29.5,0,58.5,58,6.5,0.3,Pieninis šokoladas iš alpių pieno.,6.29,,VNT,KG,0.25,
"Gazuotas gervuogių skonio sidras SOMERSBY 4,5%, 1 l",Gazuotas-gervuogiu-skonio-sidras-SOMERSBY-1-l,2eVFLwBV54yQHKDM7TTI,Cider,56,NaN,NaN,NaN,NaN,NaN,NaN,Sidras,4.69,,VNT,L,1,alcohol
"EMPANADA su daržovėmis ir vištiena, aštri, 90 g ",EMPANADA-su-darzovemis-ir-vistiena-astri-90-g,281110,Cakes,291,15,8.6,30,2.7,8.2,1.4,"EMPANADA su daržovėmis ir vištiena, aštri, 90 g",0.99,,VNT,KG,0.088,
Pyragas Rafaelo PAGAMINTA IKI ,Pyragas-Rafaelo-PAGAMINTA-IKI-1-kg,jrDlPcO0UwbbGKOABw36,Pies,517,27,16,36,26,5.3,0.25,Pyragas Rafaelo,15.99,12.79,KG,KG,1,fresh
"Razinos ALVO, 200 g",Razinos-ALVO-200-g,6F4lTWj0yZUzliQUqigT,Dried berries,298,0.6,0.2,68,67,2.5,0.1,Razinos,1.39,,VNT,KG,0.2,
"Ledai ant pagaliuko SNICKERS, 91 ml",Ledai-ant-pagaliuko-SNICKERS-91-ml,kJ3pSqyptQN11vuitp6E,Ice cream in portions,247,16,9.2,27,21,4.1,0.17,Ledai ant pagaliuko,2.49,,VNT,L,0.091,frozen
"DADU obuolių ir vyšnių skonio šerbetas, 80 ml",DADU-obuoliu-ir-vysniu-skonio-serbetas-80-ml-282230,282230,Ice cream in portions,160,3.5,1.8,29.7,24.4,2.1,NaN,DADU obuolių ir vyšnių skonio šerbetas,1.29,0.77,VNT,L,0.12,frozen
"Nealkoholinis alus DESPERADOS, 330 ml",Nealkoholinis-alus-DESPERADOS-330-ml,0cBIGJScsT4ky7vCAbD9,Non-alcoholic beer,0,NaN,NaN,7.8,4,NaN,0.5,Nealkoholinis alus DESPERADOS,1.69,,VNT,L,0.33,
"Žolynėlis spanguolių arbatos koncentratas, 0,5 l",Zolynelis-spanguoliu-arbatos-koncentratas-05-l,K6vHelt5qUv9apz549YM,Another tea,180,0.6,0,43.54,42.66,0.04,0.6,Žolynėlis spanguolių arbatos koncentratas,6.99,4.89,VNT,L,0.52,
"Prancūziška duonelė su grūdais ir sėklomis, 65 g",Prancuziska-duonele-su-grudais-ir-seklomis-65-g,FdJcMD0nANyhcGAfdLa6,Buns,289,4.7,0.6,50,1.2,10,1.4,"Prancūziška duonelė su grūdais ir sėklomis, 65 g",0.29,,VNT,KG,0.065,
"URTĖS VISO GRŪDO DALIŲ DUONA SU SAULĖGRĄŽOMIS, 300 g",URTES-VISO-GRuDO-DALIU-DUONA-SU-SAULEGRAZOMIS-300-g,4SA4qbzXbIxhjqRFb5hq,Black bread,316,12,1.4,38,9.5,9.1,1,URTĖS VISO GRŪDO DALIŲ DUONA SU SAULĖGRĄŽOMIS,,,VNT,KG,0.3,
"Ekologiška kriaušių, slyvų, juodųjų serbentų tyrelė nuo 6 mėn. HIPP, 100 g",Ekologiska-kriausiu-slyvu-juoduju-serbentu-tyrele-nuo-6-men-HIPP-100-g,5fr6LiASL4xIl0uwuN0C,Pureles for babies,56,0.3,0,11.3,9.4,0.6,0.05,Ekologiška tyrelė. LT-EKO-001,1.79,,VNT,KG,0.1,
"Vaniliniai ledai MAGNUM ALMOND su pieniniu šokoladu ir migdolų glaistu, 86 ml",Vaniliniai-ledai-MAGNUM-ALMOND-su-pieniniu-sokoladu-ir-migdolu-glaistu-86-ml,cVHv5ka9tzciZop3XgXu,Ice cream in portions,301,21,13,30,29,4.9,0.15,"Švelnaus skonio vaniliniai ledai, aplieti pieniniu šokoladu (28 %) su traškiais skaldytais migdolais (5 %).",,,VNT,L,0.12,frozen
"Energinis gėrimas DYNAMIT:T, 500 ml PET",Energinis-gerimas-DYNAMITT-500-ml,LAXb1zoVgXwgxqQMImv6,Energy drinks,50,0,0,12.6,12.6,0,0,Energinis gėrimas.,1.19,,VNT,L,0.5,energyDrink
"Sušių ryžiai SKANĖJA, 400 g",Susiu-ryziai-SKANEJA-400-g,nYjwlzW4oYnHcHoSofWw,Rice,370,0.6,0.1,81.7,0,6.8,0,Sušiams gaminti skirti kibieji ryžiai „Skanėja“.,1.79,,VNT,KG,0.4,
"KRUASANINĖ spurga su mandarinų įdaru, 70 g",KRUASANINE-spurga-su-mandarinu-idaru-70-g,4ji5DgpXG7ksYnvMtpn1,Donuts,468,35,16,35,15,3,0.47,"Jeigu mėgstate spurgas ir kruasanus, jums nebereikės pasirinkti. Šis mūsų produktas sujungia jų abiejų skonius ir tekstūras. Minkšta ir puri, cukrumi apibarstyta sluoksniuotos kruasanų tešlos spurga traškia plutelele, kurią taip malonu prakąsti ir viduje rasti egzotiškai kvepiantį mandarinų įdarą.",,,VNT,KG,0.07,
"Vištienos sultinys MAGGI, 160 g",Vistienos-sultinys-MAGGI-160-g,bxQD4OoVph4usHXozq17,Broths,6,0.3,0.1,0.5,0.4,0.2,0.76,"Unikalus, tirštos konsistencijos MAGGI vištienos sultinys yra pagamintas lėtai virtos vištienos nuoviro pagrindu. Sultinys yra puikaus skonio ir aromato, o natūralus pasterizavimo procesas užtikrina produkto ilgą galiojimo laiką. Sultinys puikiai tinka įvairių patiekalų ruošimui ir gardinimui. MAGGI sultinys yra patogioje stiklinėje pakuotėje, kurios užtenka pagaminti 3,5l sultinio.",1.99,,VNT,KG,0.16,
"Braškių, vanilės ir bananų skonio varškės kremas DANONKI, 360 g",Braskiu-vaniles-ir-bananu-skonio-varskes-kremas-DANONKI-360-g,KB5dPEYXYKTWO5HPGoZs,Dessert cottage cheese,101,2.9,1.9,12.2,11.5,6.4,0.09,"Braškių, vanilės, ir bananų skonio varškė „Danone” skirta vaikams. Varškės sūrelio gamybai naudojami tokie ingredientai kaip liesa varškė, grietinėlė, vaisių piurė. Praturtinta kalciu ir vitaminu D. Sūrelio gamybai naudojami tik natūralūs kvapikliai, o dažikliai išgaunami iš augalinių ekstraktų, pvz., burokėlių sulčių. Varškytė yra kreminės konsistencijos, todėl pats mažylis galės lengvai ją valgyti – ji tvirtai laikysis šaukštelyje. „Danonki” galima šaldyti ir vaikui patiekti kaip ledus.",,,VNT,KG,0.36,fresh
"Šokoladinis batonėlis TWIX, 50 g",Sokoladinis-batonelis-TWIX-50-g,8IGddRfuu0LFyI01K1A1,Bars,494,23.9,13.8,64.6,48.6,4.5,0.41,Šokoladinis batonėlis,1.09,,VNT,KG,0.05,
"Švelniai sūdytas DVARO sviestas, 82% rieb., 200 g",Svelniai-sudytas-DVARO-sviestas-82percent-rieb-200-g,WMjWWKmhjnTYqQQatUrS,Butter,745,82,55.5,0.7,0.5,0.6,1,Sūdytas sviestas saikingai pagardintas druska.,3.19,,VNT,KG,0.2,fresh
"Itališka apkepėlė su šonine ir bešamelio padažu MANTINGA, 125 g",Italiska-apkepele-su-sonine-ir-besamelio-padazu-MANTINGA-125-g,7uQgpk0frzY5Vyb637TG,Cooking,346,18,5.5,36,2,8.9,1.9,"is ingredientų derinys picose vadinamas PAESANA – kaimiška itališka pica. Pica su tokiu padažu yra antra pagal populiarumą Italijoje. Naujo skonio padažas pagaminamas kaip picerijose. Kepdamas akmens pečiuje apkepėlės padelis įgauna minkštą purią vidinę tekstūrą ir traškius kraštus. Ši itališka apkepėlė su šonine, svogūnais, sūriu, bešamelio padažu, paskaninta petražolėmis. Puikus užkandis skubantiems.",,,VNT,KG,0.125,frozen
"Vorčesterio padažas HEINZ WORCESTER SAUCE, 150 ml",Vorcesterio-padazas-HEINZ-WORCESTER-SAUCE-150-ml,eYavFtfyRZmmVoynDpy7,Other sauces,97,0.7,0.3,22,19,0.8,2.8,"Maloniai aštrus ir aromatingas padažas mėsos ir žuvies patiekalams, sriuboms, salotoms, troškiniams, kepimui orkaitėje ir troškintuve, gėrimams („Bloody Mary“ ir t.t.).",2.79,,VNT,L,0.15,
"Geriamasis jogurtas vyšnių skonio 2,0% rieb. VILKYŠKIŲ, 750 g",Geriamasis-jogurtas-vysniu-skonio-20percent-rieb.-VILKYSKIU-750-g,gz1c94fxnVmjEXLwzfDE,Drinking yogurt,78,2,1.3,12,9.6,3,0.08,"Geriamasis vyšnių skonio „Vilkyškių"" jogurtas ypač tinka pusryčiams, be to, tai puikus desertas ir greitas bei nekaloringas užkandis.",,,VNT,KG,0.75,fresh
"Trintų pomidorų padažas SUSLAVIČIAUS, 500 g",Trintu-pomidoru-padazas-SUSLAVICIAUS-500-g,mQsWYD4W1WmcAab6wd8v,Tomato sauce,76,0.2,0,16,13,1,2.1,Pomidorų padažas,2.59,,VNT,KG,0.5,
"Viščiukų sparnelių vidurinės dalys PREMIUM su sūrios karamelės marinatu, 500 g",Visciuku-sparneliu-vidurines-dalys-PREMIUM-su-surios-karameles-marinatu-500-g,0BodCdcfzKummD5rGmPU,Marinated poultry,189,12.9,2.8,1.7,1.5,16.6,1.34,"Viščiukų sparnelių vidurinės dalys PREMIUM su sūrios karamelės marinatu, 500 g",4.99,3.99,VNT,KG,0.5,fresh
"Varškės sūrio užkandis TARTARE APERIFRAIS PROVENCE, 70% rieb., 100 g",Varskes-surio-uzkandis-TARTARE-APERIFRAIS-PROVENCE-70percent-rieb-100-g,0yluJt4mKvB859YUIM1R,Cheese,327,31,22,3,2,9,1.3,Varškės sūrio užkandis,4.29,,VNT,KG,0.1,fresh
"Ryžiai MITHAS BASMATI, 1 kg",Ryziai-MITHAS-BASMATI-1-kg,urQriuAPC9T1yq7mw4QL,Basmati rice,338,0.5,0.2,79.7,0,6.9,0.1,Ryžiai,4.99,,VNT,KG,1,
"Pusiau saldus baltas vynas LIEBFRAUMILCH (8,5%), 0,75 l",Pusiau-saldus-baltas-vynas-LIEBFRAUMILCH-85percent-075-l,DpDyNsHGOLcfL3BDWVgb,White wine,67,0.5,0.1,4.1,4.1,0.5,0.0125,Pusiau saldus baltas vynas,3.99,,VNT,L,0.75,alcohol
"Putojantis saldus vynas MARTINI ASTI7,5%, 750 ml",Putojantis-saldus-vynas-MARTINI-ASTI-750-ml,suB8SWNi69P65tE9nIE3,Sparkling wine,80,0,0,8.5,8.5,0,0,Putojantis saldus vynas,9.99,,VNT,L,0.75,alcohol
"Bulvių traškučiai su druska ESTRELLA KETTLE, 120 g",Bulviu-traskuciai-su-druska-ESTRELLA-KETTLE-120-g,W5sbYwlpaSb31xyifykD,Chips,497,28,2.6,53,0.6,6,1.2,Bulvių traškučiai su druska ESTRELLA KETTLE,2.69,,VNT,KG,0.12,
"Šprotai su aliejumi KAIJA, 240 g",Sprotai-su-aliejumi-KAIJA-240-g,yIsMPTIAFIrnAVFJDDug,Canned fish and seafood,176,10.2,2,0,0,21,1.2,Šprotai su aliejumi.,2.79,2.09,VNT,KG,0.24,
"Baltos pupelės GALINTA, 500 g",Baltos-pupeles-GALINTA-500-g,QWd2bxPRjTIaYTKJQygJ,Beans,290,1.6,0.2,60,4.6,22.8,0,Baltos pupelės.,1.99,,VNT,KG,0.5,
"Guminukai RED BAND SWEDISH FISH, 100 g",Guminukai-RED-BAND-SWEDISH-FISH-100-g,20yUls2UidJ1uSpl3UmK,Gummys,343,0.2,0.2,85,61,0,0.2,Guminukai RED BAND SWEDISH FISH,1.49,,VNT,KG,0.1,
"Silpnai sūdyta silkių filė su aliejumi CLEVER, 220 g",Silpnai-sudyta-silkiu-file-su-aliejumi-CLEVER-220-g,nTckk9vsSACZcnLjzMQZ,Herrings and their products,188,15,4,1,0.5,13,3.5,Silpnai sūdyta silkių filė su aliejumi.,0.9,,VNT,KG,0.22,babyFood
"Klasikinis SUSLAVIČIAUS pomidorų padažas, 500 g",Klasikinis-SUSLAVICIAUS-pomidoru-padazas-500-g,dUBmiTWtD5AauEnCa8xO,Tomato sauce,89,0,0,20,15,1.1,2,"Klasikinis pomidorų padažas. Padažas naudojamas kaip priedas prie troškinių, makaronų, daržovių, mėsos ir kitų patiekalų. Taip pat jis gali būti naudojamas kaip ingredientas ruošiant karštą padažą, troškinant mėsą ar daržoves.",2.29,,VNT,KG,0.5,
Šaldyta pica GUSEPPE KEBAB,Saldyta-pica-GUSEPPE-KEBAB,hEUHqnHyGXIbBZ7owpbg,Frozen pizzas and snacks,244,11,5.3,28,3.7,7.4,1,Šaldyta pica GUSEPPE KEBAB,,,VNT,KG,0.42,frozen
"Bananų skonio pieno gėrimas RASĒNS, 1,5% rieb., 200 ml",Bananu-skonio-pieno-gerimas-RASENS-15percent-rieb-200-ml,FRNZOHSCoYoQpBBlRYFg,Milk drinks,62,1.5,1,9.3,9.3,2.8,0.1,Pieno gėrimas,0.99,,VNT,L,0.2,fresh
"KĖDAINIŲ tunai su itališkais prieskoniais sumuštiniams tepti, 280 g",KEDAINIU-tunai-su-italiskais-prieskoniais-sumustiniams-tepti-280-g,ctTn3tbJDEICSNjqbhCI,Canned fish and seafood,276,29,1.92,3.52,1.28,4.44,1.42,"Tunai su itališkais prieskoniais sumuštiniams ruošti. Tunų užtepą galite derinti su kitais šaltais ar karštais patiekalais. Užtepas su tunais, pagardintas itališkais prieskoniais, bus puikus užkandis netikėtiems svečiams.",2.99,,VNT,KG,0.28,
"Kėdainių raudoni krienai, 250 g",Kedainiu-raudoni-krienai-250-g,zttYCa6jhBctl2cEpzG6,Horseradish,98,4.5,0.6,12,5.4,1.5,1.3,"Raudoni KĖDAINIŲ krienai ? švelniai aštraus skonio, suderintas krienų ir burokėlių santykis. Tinka paukštienos patiekalams pagardinti, mėsai marinuoti.",1.99,,VNT,KG,0.25,
"Šaldytos baltakojės blyškiosios krevetės SUNRISE PREMIUM, 280 g",Saldytos-baltakojes-blyskiosios-krevetes-SUNRISE-PREMIUM-280-g,U70MyFewGfvigGln5eVp,Frozen shrimp,60,0.4,0.2,0,0,14,0.9,Krevetės,,,VNT,KG,0.28,frozen
"Majonezas DAUMANTŲ KLASIKINIS, 420 g",Majonezas-DAUMANTU-KLASIKINIS-420-g,Qb34PHDXPSQpQmL4eehG,Mayonnaise,329,34,3.8,5.5,2.5,0.3,1.7,Majonezas,2.49,,VNT,KG,0.42,fresh
"Vaivorykštinio upėtakio ikrai, 50 g",Vaivorykstinio-upetakio-ikrai-50-g,OERyxmNSinOnYVc305N0,Caviar,181,7.1,NaN,2.7,NaN,25.3,3.7,"Vaivorykštinio upėtakio ikrai, 50 g",,,VNT,KG,0.05,fresh
"Basmati ryžiai RISO SCOTTI, 500 g",Basmati-ryziai-RISO-SCOTTI-500-g,8FgU1PSZxCBSzEsYFdyN,Basmati rice,351,0.9,0,78,0,8,0,"Ryžiai RISO SCOTTI BASMATI, 500 g.",3.79,2.65,VNT,KG,0.5,
"Raudonųjų greipfrutų nektaras TYMBARK, 1 l",Raudonuju-greipfrutu-nektaras-TYMBARK-1-l,MPnvdqbY1ez6Ehp9XJR1,Nectars,42,0,0,9.9,9.9,0,0,"Raudonųjų greipfrutų sultys iš koncentruotų sulčių (50%), vanduo, cukrus (D) ir gliukozės ir fruktozės sirupas (G), vitaminas E.",2.59,,VNT,L,1,
"Smulkinta jautiena GRYNUOLIAI sausai brandinta riebumas ne didesnis kaip 10%, 450 g",Smulkinta-jautiena-GRYNUOLIAI-sausai-brandinta-riebumas-ne-didesnis-kaip-10percent-450-g-283157,283157,Minced meat,169,9.9,4.2,0,0,19.7,0,"Smulkinta jautiena GRYNUOLIAI sausai brandinta riebumas ne didesnis kaip 10%, 450 g",4.99,,VNT,KG,0.45,
"Šokoladiniai saldainiai MILKA ALPINE MILK HAPPY COWS, 330 g",Sokoladiniai-saldainiai-MILKA-ALPINE-MILK-HAPPY-COWS-330-g,HvKyYQg8bfo6QxvHYNai,Sweets,427,21,9.8,56,46,3,0.12,Šokoladiniai saldainiai dėžutėje,6.49,,VNT,KG,0.33,
"Energinis gėrimas MONSTER PACIFIC PUNCH, 0,5 l",Energinis-gerimas-MONSTER-PACIFIC-PUNCH-05-l,67TuGttETaBQeDpH6aUf,Energy drinks,46,0,0,12,11,0,0.04,Energinis gėrimas MONSTER PACIFIC PUNCH,1.49,,VNT,L,0.5,energyDrink
